Gene ID,Input Order,Organism,Genomic Location (Gene),Product Description,Gene Type,Input ID,Interpro ID,Interpro Description,Protein Length,CDS Length,Transcript Product Description,Curated GO Processes,Curated GO Functions,Curated GO Components,Computed GO Processes,Computed GO Functions,Computed GO Components,PFam Description,PFam ID
CNAG_00961,262,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,553,130..1,555,107(-)",hypothetical protein,protein coding gene,CNAG_00961,N/A,N/A,315,948,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane,N/A,PF07264
CNAG_03068,263,Cryptococcus neoformans var. grubii H99,"CP003822.1:66,803..68,014(+)",hypothetical protein,protein coding gene,CNAG_03068,IPR025714;IPR029063,Methyltransferase domain;S-adenosyl-L-methionine-dependent methyltransferase,289,870,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,Methyltransferase domain,PF13847
CNAG_00807,264,Cryptococcus neoformans var. grubii H99,"CP003820.1:2,132,786..2,138,454(+)",hypothetical protein,protein coding gene,CNAG_00807,IPR001841,"Zinc finger, RING-type",1718,5157,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,"Zinc finger, RING-type",PF13639
CNAG_07583,265,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,558,676..1,561,679(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_07583,IPR001138;IPR007219;IPR036864,"Zn(2)-C6 fungal-type DNA-binding domain;Transcription factor domain, fungi;Zn(2)-C6 fungal-type DNA-binding domain superfamily",794,2385,hypothetical protein,N/A,N/A,N/A,"regulation of transcription, DNA-templated;transcription, DNA-templated","DNA binding;DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding",host cell nucleus;nucleus,Zn(2)-C6 fungal-type DNA-binding domain,PF00172
CNAG_07512,266,Cryptococcus neoformans var. grubii H99,"CP003822.1:374,191..376,979(-)",hypothetical protein,protein coding gene,CNAG_07512,N/A,N/A,680,2043,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04186,267,Cryptococcus neoformans var. grubii H99,"CP003828.1:233,960..235,219(-)",hypothetical protein,protein coding gene,CNAG_04186,N/A,N/A,202,609,hypothetical protein,N/A,N/A,N/A,N/A,protein binding,N/A,N/A,N/A
CNAG_05676,268,Cryptococcus neoformans var. grubii H99,"CP003826.1:586,245..588,684(-)","tyrosine aminotransferase, tyrosine aminotransferase, variant",protein coding gene,CNAG_05676,IPR004839;IPR005958;IPR015424,"Aminotransferase, class I/classII;Tyrosine/nicotianamine aminotransferase;Pyridoxal phosphate-dependent transferase",445,1338,tyrosine aminotransferase,N/A,N/A,N/A,biosynthetic process;cellular amino acid metabolic process,catalytic activity;pyridoxal phosphate binding;transaminase activity,N/A,"Aminotransferase, class I/classII",PF00155
CNAG_07939,269,Cryptococcus neoformans var. grubii H99,"CP003832.1:471,456..472,552(-)",hypothetical protein,protein coding gene,CNAG_07939,N/A,N/A,63,192,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane,N/A,N/A
CNAG_01585,270,Cryptococcus neoformans var. grubii H99,"CP003830.1:358,724..359,659(+)",hypothetical protein,protein coding gene,CNAG_01585,N/A,N/A,113,342,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00160,271,Cryptococcus neoformans var. grubii H99,"CP003820.1:436,421..437,840(+)",hypothetical protein,protein coding gene,CNAG_00160,IPR036412,HAD-like superfamily,439,1320,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06521,272,Cryptococcus neoformans var. grubii H99,"CP003832.1:739,888..742,711(+)",hypothetical protein,protein coding gene,CNAG_06521,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",550,1653,hypothetical protein,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane,"Major facilitator,  sugar transporter-like",PF00083
CNAG_00130,273,Cryptococcus neoformans var. grubii H99,"CP003820.1:353,191..358,332(+)",CAMK/CAMK1/CAMK1-RCK protein kinase,protein coding gene,CNAG_00130,IPR000719;IPR008271;IPR011009,"Protein kinase domain;Serine/threonine-protein kinase, active site;Protein kinase-like domain superfamily",618,1857,CAMK/CAMK1/CAMK1-RCK protein kinase,cellular response to antibiotic;cellular response to diamide;cellular response to dithiothreitol;cellular response to methyl methanesulfonate;negative regulation of capsule organization;positive regulation of melanin biosynthetic process;regulation of urease activity;response to fungicide,N/A,N/A,protein phosphorylation,ATP binding;protein kinase activity,N/A,Protein kinase domain,PF00069
CNAG_05992,274,Cryptococcus neoformans var. grubii H99,"CP003831.1:24,928..28,067(+)",hypothetical protein,protein coding gene,CNAG_05992,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,522,1569,hypothetical protein,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane,Major facilitator superfamily,PF07690
CNAG_02263,275,Cryptococcus neoformans var. grubii H99,"CP003825.1:753,469..755,075(-)",hypothetical protein,protein coding gene,CNAG_02263,IPR004045;IPR004046;IPR036249;IPR036282,"Glutathione S-transferase, N-terminal;Glutathione S-transferase, C-terminal;Thioredoxin-like superfamily;Glutathione S-transferase, C-terminal domain superfamily",336,1011,hypothetical protein,N/A,N/A,N/A,N/A,protein binding,N/A,"Glutathione S-transferase, N-terminal;Glutathione S-transferase, C-terminal",PF13417;PF14497
CNAG_03412,276,Cryptococcus neoformans var. grubii H99,"CP003827.1:887,976..890,566(-)",Chitinase,protein coding gene,CNAG_03412,IPR001223;IPR001579;IPR011583;IPR017853;IPR029070,"Glycoside hydrolase family 18, catalytic domain;Glycosyl hydrolases family 18 (GH18) active site;Chitinase II;Glycoside hydrolase superfamily;Chitinase insertion domain superfamily",452,1359,Chitinase,mating;response to sodium dodecyl sulfate,N/A,N/A,carbohydrate metabolic process;chitin catabolic process;polysaccharide catabolic process,"chitin binding;chitinase activity;hydrolase activity, hydrolyzing O-glycosyl compounds",N/A,"Glycoside hydrolase family 18, catalytic domain",PF00704
CNAG_06924,277,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,529,492..1,532,629(-)",beta-fructofuranosidase,protein coding gene,CNAG_06924,IPR001362;IPR013148;IPR013189;IPR013320;IPR018053;IPR023296,"Glycoside hydrolase, family 32;Glycosyl hydrolase family 32, N-terminal;Glycosyl hydrolase family 32, C-terminal;Concanavalin A-like lectin/glucanase domain superfamily;Glycoside hydrolase, family 32, active site;Glycosyl hydrolase, five-bladed beta-propellor domain superfamily",519,1560,beta-fructofuranosidase,N/A,N/A,N/A,carbohydrate metabolic process,"hydrolase activity, hydrolyzing O-glycosyl compounds",N/A,"Glycosyl hydrolase family 32, N-terminal;Glycosyl hydrolase family 32, C-terminal",PF00251;PF08244
CNAG_00895,278,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,701,521..1,703,255(+)","solute carrier family 39 (zinc transporter), member 1/2/3",protein coding gene,CNAG_00895,IPR003689;IPR004698,"Zinc/iron permease;Zinc/iron permease, fungal/plant",369,1110,"solute carrier family 39 (zinc transporter), member 1/2/3",N/A,N/A,N/A,metal ion transport;transmembrane transport;zinc ion transmembrane transport,metal ion transmembrane transporter activity;zinc ion transmembrane transporter activity,integral component of membrane;membrane,Zinc/iron permease,PF02535
CNAG_06294,279,Cryptococcus neoformans var. grubii H99,"CP003832.1:117,148..118,976(-)",hypothetical protein,protein coding gene,CNAG_06294,IPR009770,Domain of unknown function DUF1338,456,1371,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,Domain of unknown function DUF1338,PF07063
CNAG_02000,280,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,496,299..1,499,463(+)",Short-chain dehydrogenase,protein coding gene,CNAG_02000,IPR002347;IPR020904;IPR036291,"Short-chain dehydrogenase/reductase SDR;Short-chain dehydrogenase/reductase, conserved site;NAD(P)-binding domain superfamily",385,1158,Short-chain dehydrogenase,N/A,N/A,N/A,N/A,oxidoreductase activity,N/A,N/A,PF13561
CNAG_06821,281,Cryptococcus neoformans var. grubii H99,"CP003824.1:158,221..161,243(-)","ferric reductase transmembrane component 4, variant, ferric reductase transmembrane component 4",protein coding gene,CNAG_06821,IPR013112;IPR013121;IPR013130;IPR017938;IPR039261,"FAD-binding 8;Ferric reductase, NAD binding domain;Ferric reductase transmembrane component-like domain;Riboflavin synthase-like beta-barrel;Ferredoxin-NADP reductase (FNR), nucleotide-binding domain",673,2022,"ferric reductase transmembrane component 4, variant",N/A,N/A,N/A,ion transport;obsolete oxidation-reduction process,oxidoreductase activity,integral component of membrane,"Ferric reductase transmembrane component-like domain;FAD-binding 8;Ferric reductase, NAD binding domain",PF01794;PF08022;PF08030
CNAG_02986,282,Cryptococcus neoformans var. grubii H99,"CP003822.1:272,655..274,027(-)",ADP-ribose pyrophosphatase,protein coding gene,CNAG_02986,IPR000086;IPR015797;IPR020084,"NUDIX hydrolase domain;NUDIX hydrolase-like domain superfamily;NUDIX hydrolase, conserved site",215,648,ADP-ribose pyrophosphatase,response to drug,N/A,N/A,N/A,hydrolase activity,N/A,NUDIX hydrolase domain,PF00293
CNAG_07631,283,Cryptococcus neoformans var. grubii H99,"CP003825.1:390,378..396,356(+)",hypothetical protein,protein coding gene,CNAG_07631,IPR005036,CBM21 (carbohydrate binding type-21) domain,947,2844,hypothetical protein,N/A,N/A,N/A,N/A,protein binding,N/A,CBM21 (carbohydrate binding type-21) domain,PF03370
CNAG_05095,284,Cryptococcus neoformans var. grubii H99,"CP003823.1:422,076..423,650(+)",pod-specific dehydrogenase SAC25,protein coding gene,CNAG_05095,IPR002347;IPR036291,Short-chain dehydrogenase/reductase SDR;NAD(P)-binding domain superfamily,364,1095,pod-specific dehydrogenase SAC25,N/A,N/A,N/A,N/A,N/A,N/A,Short-chain dehydrogenase/reductase SDR,PF00106
CNAG_00161,285,Cryptococcus neoformans var. grubii H99,"CP003820.1:437,925..439,612(-)",auxin-induced protein,protein coding gene,CNAG_00161,IPR018170;IPR020471;IPR023210;IPR036812,"Aldo/keto reductase, conserved site;Aldo/keto reductase;NADP-dependent oxidoreductase domain;NADP-dependent oxidoreductase domain superfamily",330,993,auxin-induced protein,N/A,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity,N/A,NADP-dependent oxidoreductase domain,PF00248
CNAG_03199,286,Cryptococcus neoformans var. grubii H99,"CP003827.1:319,487..321,580(-)",FAD dependent oxidoreductase,protein coding gene,CNAG_03199,IPR006076;IPR036188,FAD dependent oxidoreductase;FAD/NAD(P)-binding domain superfamily,374,1125,FAD dependent oxidoreductase,N/A,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity,N/A,FAD dependent oxidoreductase,PF01266
CNAG_03727,287,Cryptococcus neoformans var. grubii H99,"CP003821.1:637,515..642,448(+)",hypothetical protein,protein coding gene,CNAG_03727,IPR001849,Pleckstrin homology domain,1282,3849,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07573,288,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,237,739..1,242,781(+)","DNA ligase 4, variant, DNA ligase 4",protein coding gene,CNAG_07573,IPR000977;IPR001357;IPR012308;IPR012309;IPR012310;IPR012340;IPR016059;IPR029710;IPR036420,"DNA ligase, ATP-dependent;BRCT domain;DNA ligase, ATP-dependent, N-terminal;DNA ligase, ATP-dependent, C-terminal;DNA ligase, ATP-dependent, central;Nucleic acid-binding, OB-fold;DNA ligase, ATP-dependent, conserved site;DNA ligase 4;BRCT domain superfamily",1080,3243,DNA ligase 4,N/A,N/A,N/A,DNA biosynthetic process;DNA ligation involved in DNA repair;DNA recombination;DNA repair;DNA replication,ATP binding;DNA binding;DNA ligase (ATP) activity;DNA ligase activity,nucleus,"DNA ligase, ATP-dependent, central;DNA ligase, ATP-dependent, N-terminal;DNA ligase, ATP-dependent, C-terminal;BRCT domain",PF01068;PF04675;PF04679;PF16589
CNAG_05264,289,Cryptococcus neoformans var. grubii H99,"CP003823.1:880,187..883,064(+)","alpha-amylase AmyA, alpha-amylase AmyA, variant",protein coding gene,CNAG_05264,IPR006047;IPR015340;IPR017853,"Glycosyl hydrolase, family 13, catalytic domain;Alpha-amylase, domain of unknown function DUF1966, C-terminal;Glycoside hydrolase superfamily",474,1425,alpha-amylase AmyA,N/A,N/A,N/A,carbohydrate catabolic process;carbohydrate metabolic process,alpha-amylase activity;alpha-amylase activity (releasing maltohexaose);calcium ion binding;catalytic activity,N/A,"Glycosyl hydrolase, family 13, catalytic domain;Alpha-amylase, domain of unknown function DUF1966, C-terminal",PF00128;PF09260
CNAG_07338,290,Cryptococcus neoformans var. grubii H99,"CP003820.1:595,352..597,287(-)",N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,protein coding gene,CNAG_07338,IPR001279;IPR036866,Metallo-beta-lactamase;Ribonuclease Z/Hydroxyacylglutathione hydrolase-like,515,1548,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,N/A,N/A,N/A,N/A,N/A,N/A,Metallo-beta-lactamase,PF12706
CNAG_06800,291,Cryptococcus neoformans var. grubii H99,"CP003821.1:5,237..6,137(+)",hypothetical protein,protein coding gene,CNAG_06800,N/A,N/A,92,279,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03783,292,Cryptococcus neoformans var. grubii H99,"CP003821.1:804,640..808,367(+)",hypothetical protein,protein coding gene,CNAG_03783,IPR029063;IPR041698,S-adenosyl-L-methionine-dependent methyltransferase;Methyltransferase domain 25,425,1278,hypothetical protein,cellular response to heat,N/A,N/A,N/A,N/A,N/A,Methyltransferase domain 25,PF13649
CNAG_04331,293,Cryptococcus neoformans var. grubii H99,"CP003828.1:588,615..590,990(+)",hypothetical protein,protein coding gene,CNAG_04331,N/A,N/A,421,1266,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04107,294,Cryptococcus neoformans var. grubii H99,"CP003828.1:21,961..23,280(+)",hypothetical protein,protein coding gene,CNAG_04107,N/A,N/A,287,864,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02047,295,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,338,409..1,340,009(+)",hypothetical protein,protein coding gene,CNAG_02047,IPR016181,Acyl-CoA N-acyltransferase,397,1194,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06201,296,Cryptococcus neoformans var. grubii H99,"CP003831.1:604,053..605,910(+)",hypothetical protein,protein coding gene,CNAG_06201,N/A,N/A,381,1146,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane,N/A,N/A
CNAG_01375,297,Cryptococcus neoformans var. grubii H99,"CP003824.1:459,946..462,974(-)",Putative actin-binding protein,protein coding gene,CNAG_01375,IPR001452;IPR002108;IPR036028,SH3 domain;Actin-depolymerising factor homology domain;SH3-like domain superfamily,686,2061,Putative actin-binding protein,N/A,N/A,N/A,N/A,actin binding;protein binding,N/A,SH3 domain;Actin-depolymerising factor homology domain;SH3 domain,PF00018;PF00241;PF14604
CNAG_05293,298,Cryptococcus neoformans var. grubii H99,"CP003823.1:959,007..962,862(+)",glycogenin glucosyltransferase,protein coding gene,CNAG_05293,IPR002495;IPR029044,"Glycosyl transferase, family 8;Nucleotide-diphospho-sugar transferases",926,2781,glycogenin glucosyltransferase,N/A,N/A,N/A,N/A,glycosyltransferase activity,N/A,"Glycosyl transferase, family 8",PF01501
CNAG_07691,299,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,304,654..1,306,350(-)",hypothetical protein,protein coding gene,CNAG_07691,N/A,N/A,161,486,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00826,300,Cryptococcus neoformans var. grubii H99,"CP003820.1:2,191,898..2,194,408(-)",dihydroxyacetone kinase,protein coding gene,CNAG_00826,IPR004006;IPR004007;IPR012734;IPR036117,DhaK domain;DhaL domain;Dihydroxyacetone kinase;DhaL domain superfamily,600,1803,dihydroxyacetone kinase,cellular response to diamide;positive regulation of melanin biosynthetic process;positive regulation of urease activity,N/A,N/A,anaerobic glycerol catabolic process;glycerol metabolic process,ATP binding;glycerone kinase activity;triokinase activity,N/A,DhaK domain;DhaL domain,PF02733;PF02734
CNAG_01873,301,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,146,188..1,147,323(+)",hypothetical protein,protein coding gene,CNAG_01873,N/A,N/A,266,801,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane,N/A,N/A
CNAG_04938,302,Cryptococcus neoformans var. grubii H99,"CP003823.1:24,518..26,353(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_04938,IPR008030;IPR036291,NmrA-like domain;NAD(P)-binding domain superfamily,388,1167,"hypothetical protein, variant",N/A,N/A,N/A,N/A,N/A,N/A,NmrA-like domain,PF05368
CNAG_07350,303,Cryptococcus neoformans var. grubii H99,"CP003820.1:810,898..812,570(+)",hypothetical protein,protein coding gene,CNAG_07350,N/A,N/A,381,1146,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07862,304,Cryptococcus neoformans var. grubii H99,"CP003829.1:997,034..1,000,276(+)",fumarate reductase,protein coding gene,CNAG_07862,IPR001199;IPR003953;IPR010960;IPR018506;IPR027477;IPR036188;IPR036400,"Cytochrome b5-like heme/steroid binding domain;FAD-dependent oxidoreductase 2, FAD binding domain;Flavocytochrome c;Cytochrome b5, heme-binding site;Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain superfamily;FAD/NAD(P)-binding domain superfamily;Cytochrome b5-like heme/steroid binding domain superfamily",637,1914,fumarate reductase,N/A,N/A,N/A,obsolete oxidation-reduction process,heme binding;metal ion binding;succinate dehydrogenase activity,N/A,"Cytochrome b5-like heme/steroid binding domain;FAD-dependent oxidoreductase 2, FAD binding domain",PF00173;PF00890
CNAG_05184,305,Cryptococcus neoformans var. grubii H99,"CP003823.1:664,765..666,008(+)",glycosyl transferase family 8 protein,protein coding gene,CNAG_05184,IPR002495;IPR029044,"Glycosyl transferase, family 8;Nucleotide-diphospho-sugar transferases",350,1053,glycosyl transferase family 8 protein,N/A,N/A,N/A,N/A,glycosyltransferase activity,integral component of membrane,"Glycosyl transferase, family 8",PF01501
CNAG_07551,306,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,176,108..1,178,530(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_07551,IPR001810;IPR036047,F-box domain;F-box-like domain superfamily,309,930,"hypothetical protein, variant",N/A,N/A,N/A,N/A,protein binding,N/A,F-box domain,PF12937
CNAG_04691,307,Cryptococcus neoformans var. grubii H99,"CP003829.1:686,134..688,792(+)",hypothetical protein,protein coding gene,CNAG_04691,N/A,N/A,484,1455,hypothetical protein,filamentous growth,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03563,308,Cryptococcus neoformans var. grubii H99,"CP003827.1:1,283,462..1,286,559(-)",aspartate-tRNA(Asn) ligase,protein coding gene,CNAG_03563,IPR002312;IPR004364;IPR004523;IPR012340,"Aspartyl/Asparaginyl-tRNA synthetase, class IIb;Aminoacyl-tRNA synthetase, class II (D/K/N);Aspartate-tRNA synthetase, type 2;Nucleic acid-binding, OB-fold",884,2655,aspartate-tRNA(Asn) ligase,N/A,N/A,N/A,aspartyl-tRNA aminoacylation;tRNA aminoacylation for protein translation,ATP binding;aminoacyl-tRNA ligase activity;aspartate-tRNA ligase activity;nucleotide binding,cytoplasm;integral component of membrane;plasma membrane,"Aminoacyl-tRNA synthetase, class II (D/K/N)",PF00152
CNAG_05784,309,Cryptococcus neoformans var. grubii H99,"CP003826.1:857,705..859,503(-)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_05784,IPR011016,"Zinc finger, RING-CH-type",384,1155,"hypothetical protein, variant",N/A,N/A,N/A,N/A,zinc ion binding,integral component of membrane,"Zinc finger, RING-CH-type",PF12906
CNAG_03243,310,Cryptococcus neoformans var. grubii H99,"CP003827.1:429,873..431,815(+)",2-Nitropropane dioxygenase,protein coding gene,CNAG_03243,IPR004136,Nitronate monooxygenase,345,1038,2-Nitropropane dioxygenase,N/A,N/A,N/A,obsolete oxidation-reduction process,catalytic activity;dioxygenase activity;nitronate monooxygenase activity,N/A,Nitronate monooxygenase,PF03060
CNAG_06000,311,Cryptococcus neoformans var. grubii H99,"CP003831.1:46,513..49,031(+)",glycoprotein,protein coding gene,CNAG_06000,N/A,N/A,489,1470,glycoprotein,cellular response to dithiothreitol,N/A,extracellular region,N/A,N/A,integral component of membrane,N/A,N/A
CNAG_03991,312,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,346,907..1,349,036(-)",Integral membrane protein,protein coding gene,CNAG_03991,IPR021261,Glycerophosphocholine acyltransferase 1,513,1542,Integral membrane protein,N/A,N/A,N/A,phospholipid biosynthetic process,acyltransferase activity,integral component of membrane,Glycerophosphocholine acyltransferase 1,PF10998
CNAG_06897,313,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,449,539..1,452,218(-)",hypothetical protein,protein coding gene,CNAG_06897,N/A,N/A,637,1914,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03114,314,Cryptococcus neoformans var. grubii H99,"CP003827.1:83,492..84,607(+)",hypothetical protein,protein coding gene,CNAG_03114,N/A,N/A,119,360,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02069,315,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,281,540..1,283,163(+)",hypothetical protein,protein coding gene,CNAG_02069,N/A,N/A,241,726,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07540,316,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,148,048..1,150,206(-)",hypothetical protein,protein coding gene,CNAG_07540,N/A,N/A,332,999,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03213,317,Cryptococcus neoformans var. grubii H99,"CP003827.1:359,460..362,341(-)","UV damage endonuclease UvdE, UV damage endonuclease UvdE, variant",protein coding gene,CNAG_03213,IPR004601;IPR036237,UV-endonuclease UvdE;Xylose isomerase-like superfamily,661,1986,UV damage endonuclease UvdE,response to UV,N/A,N/A,nucleotide-excision repair;response to UV,endonuclease activity,N/A,UV-endonuclease UvdE,PF03851
CNAG_00766,318,Cryptococcus neoformans var. grubii H99,"CP003820.1:2,011,231..2,014,376(-)",hypothetical protein,protein coding gene,CNAG_00766,IPR007941,Protein of unknown function DUF726,683,2052,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane,Protein of unknown function DUF726,PF05277
CNAG_02407,319,Cryptococcus neoformans var. grubii H99,"CP003825.1:399,874..404,250(-)",Phospholipase D,protein coding gene,CNAG_02407,IPR001736;IPR015679;IPR016555;IPR025202,"Phospholipase D/Transphosphatidylase;Phospholipase D family;Phospholipase D, eukaryotic type;Phospholipase D-like domain",871,2616,Phospholipase D,N/A,N/A,N/A,inositol lipid-mediated signaling;lipid catabolic process;phosphatidic acid biosynthetic process,N-acylphosphatidylethanolamine-specific phospholipase D activity;catalytic activity;phospholipase D activity,N/A,Phospholipase D-like domain,PF13091
CNAG_02438,320,Cryptococcus neoformans var. grubii H99,"CP003825.1:322,313..323,999(+)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_02438,N/A,N/A,400,1203,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00139,321,Cryptococcus neoformans var. grubii H99,"CP003820.1:376,238..378,083(-)",hypothetical protein,protein coding gene,CNAG_00139,IPR004045;IPR036249,"Glutathione S-transferase, N-terminal;Thioredoxin-like superfamily",285,858,hypothetical protein,N/A,N/A,N/A,N/A,protein binding,N/A,"Glutathione S-transferase, N-terminal",PF13417
CNAG_06309,322,Cryptococcus neoformans var. grubii H99,"CP003832.1:148,438..150,245(-)",hypothetical protein,protein coding gene,CNAG_06309,N/A,N/A,298,897,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00897,323,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,691,917..1,694,957(-)",putative glucosidase,protein coding gene,CNAG_00897,IPR005629;IPR013320,"Beta-glucan synthesis-associated, Skn1;Concanavalin A-like lectin/glucanase domain superfamily",622,1869,putative glucosidase,N/A,N/A,N/A,(1->6)-beta-D-glucan biosynthetic process;carbohydrate metabolic process,"hydrolase activity, hydrolyzing O-glycosyl compounds",integral component of membrane,"Beta-glucan synthesis-associated, Skn1",PF03935
CNAG_01671,324,Cryptococcus neoformans var. grubii H99,"CP003830.1:565,953..568,517(-)",acetyl/propionyl CoA carboxylase,protein coding gene,CNAG_01671,IPR029045;IPR034733,ClpP/crotonase-like domain superfamily;Acetyl-CoA carboxylase,616,1851,acetyl/propionyl CoA carboxylase,N/A,N/A,N/A,N/A,ligase activity,N/A,Acetyl-CoA carboxylase,PF01039
CNAG_02562,325,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,363,671..1,367,708(+)",acyl-CoA dehydrogenase,protein coding gene,CNAG_02562,IPR006089;IPR006091;IPR009075;IPR009100;IPR013786;IPR036250,"Acyl-CoA dehydrogenase, conserved site;Acyl-CoA oxidase/dehydrogenase, central domain;Acyl-CoA dehydrogenase/oxidase C-terminal;Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily;Acyl-CoA dehydrogenase/oxidase, N-terminal;Acyl-CoA dehydrogenase-like, C-terminal",449,1350,acyl-CoA dehydrogenase,N/A,N/A,N/A,obsolete oxidation-reduction process,"acyl-CoA dehydrogenase activity;flavin adenine dinucleotide binding;oxidoreductase activity, acting on the CH-CH group of donors",N/A,"Acyl-CoA dehydrogenase/oxidase C-terminal;Acyl-CoA oxidase/dehydrogenase, central domain;Acyl-CoA dehydrogenase/oxidase, N-terminal",PF00441;PF02770;PF02771
CNAG_05891,326,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,126,954..1,129,354(-)",TDG/mug DNA glycosylase,protein coding gene,CNAG_05891,IPR005122;IPR015637;IPR036895,Uracil-DNA glycosylase-like;G/U mismatch-specific DNA glycosylase;Uracil-DNA glycosylase-like domain superfamily,467,1404,TDG/mug DNA glycosylase,N/A,N/A,N/A,DNA repair,DNA N-glycosylase activity,N/A,Uracil-DNA glycosylase-like,PF03167
CNAG_03413,327,Cryptococcus neoformans var. grubii H99,"CP003827.1:890,350..892,823(+)",alginate lyase,protein coding gene,CNAG_03413,N/A,N/A,396,1191,alginate lyase,N/A,N/A,N/A,N/A,lyase activity,N/A,N/A,N/A
CNAG_05644,328,Cryptococcus neoformans var. grubii H99,"CP003833.2:861,525..863,803(-)",2-Nitropropane dioxygenase,protein coding gene,CNAG_05644,IPR004136,Nitronate monooxygenase,354,1065,2-Nitropropane dioxygenase,N/A,N/A,N/A,obsolete oxidation-reduction process,catalytic activity;dioxygenase activity;nitronate monooxygenase activity,N/A,Nitronate monooxygenase,PF03060
CNAG_04756,329,Cryptococcus neoformans var. grubii H99,"CP003829.1:481,786..484,386(-)",hypothetical protein,protein coding gene,CNAG_04756,IPR009027;IPR011320,"Ribosomal protein L9/RNase H1, N-terminal;Ribonuclease H1, N-terminal",556,1671,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,"Ribonuclease H1, N-terminal",PF01693
