gene	geneName	log2FC_30	padj_30	log2FC_37	padj_37	log2FC_EGTA	padj_EGTA	total	Gene ID	Input Order	Organism	Genomic Location (Gene)	Product Description	Gene Type	Input ID	Interpro ID	Interpro Description	Protein Length	CDS Length	Transcript Product Description	Curated GO Processes	Curated GO Functions	Curated GO Components	Computed GO Processes	Computed GO Functions	Computed GO Components	PFam Description	PFam ID	Gene Name or Symbol
CNAG_00559	BZP3	-1.237	9.28e-11	-1.449	1.135e-28	-2.646	2.052999999999999e-87	-5.332	CNAG_00559	169	Cryptococcus neoformans var. grubii H99	"CP003820.1:1,444,436..1,445,906(+)"	"bZip transcription factor, putative"	protein coding gene	CNAG_00559	IPR004827	Basic-leucine zipper domain	301	906	"bZip transcription factor, putative"	cellular response to hydrogen peroxide;cellular response to salt stress;mating;negative regulation of capsule organization;negative regulation of melanin biosynthetic process;response to dithiothreitol;response to hydrogen peroxide;response to sodium dodecyl sulfate;response to tunicamycin	N/A	N/A	"regulation of transcription, DNA-templated"	DNA-binding transcription factor activity	N/A	N/A	N/A	BZP3
CNAG_04938	NA	-2.098	1.034e-11	-1.069	7.06e-7	-2.159	4.652e-33	-5.326	CNAG_04938	170	Cryptococcus neoformans var. grubii H99	"CP003823.1:24,518..26,353(-)"	"hypothetical protein, variant, hypothetical protein"	protein coding gene	CNAG_04938	IPR008030;IPR036291	NmrA-like domain;NAD(P)-binding domain superfamily	388	1167	"hypothetical protein, variant"	N/A	N/A	N/A	N/A	N/A	N/A	NmrA-like domain	PF05368	N/A
CNAG_02673	NA	-1.895	4.866e-27	-1.225	5.032e-21	-2.193	1.7649999999999996e-83	-5.313	CNAG_02673	171	Cryptococcus neoformans var. grubii H99	"CP003822.1:1,060,129..1,061,546(+)"	NAD dependent epimerase/dehydratase	protein coding gene	CNAG_02673	IPR016040;IPR036291	NAD(P)-binding domain;NAD(P)-binding domain superfamily	364	1095	NAD dependent epimerase/dehydratase	N/A	N/A	N/A	N/A	N/A	N/A	NAD(P)-binding domain	PF13460	N/A
CNAG_03974	NA	-1.992	7.238999999999998e-22	-1.339	3.7439999999999996e-34	-1.975	8.935e-60	-5.306	CNAG_03974	172	Cryptococcus neoformans var. grubii H99	"CP003821.1:1,309,927..1,311,605(+)"	hypothetical protein	protein coding gene	CNAG_03974	IPR008030;IPR036291	NmrA-like domain;NAD(P)-binding domain superfamily	309	930	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	NmrA-like domain	PF05368	N/A
CNAG_05178	NA	-1.661	5.373e-5	-1.394	2.806e-7	-2.244	1.578e-16	-5.299	CNAG_05178	173	Cryptococcus neoformans var. grubii H99	"CP003823.1:643,387..645,287(+)"	hypothetical protein	protein coding gene	CNAG_05178	IPR018108;IPR023395	Mitochondrial substrate/solute carrier;Mitochondrial carrier domain superfamily	324	975	hypothetical protein	N/A	N/A	N/A	N/A	N/A	integral component of membrane	Mitochondrial substrate/solute carrier	PF00153	N/A
CNAG_02681	APH3	-1.782	3.901e-16	-1.624	3.208e-22	-1.891	4.136e-36	-5.297	CNAG_02681	174	Cryptococcus neoformans var. grubii H99	"CP003822.1:1,035,566..1,038,054(-)"	Phytase	protein coding gene	CNAG_02681	IPR000560;IPR029033;IPR033379	"Histidine phosphatase superfamily, clade-2;Histidine phosphatase superfamily;Histidine acid phosphatase active site"	543	1632	Phytase	N/A	N/A	N/A	N/A	N/A	integral component of membrane	"Histidine phosphatase superfamily, clade-2"	PF00328	APH3
CNAG_03011	NA	-1.437	2.286e-5	-1.703	2.281e-9	-2.149	2.654e-14	-5.289	CNAG_03011	175	Cryptococcus neoformans var. grubii H99	"CP003822.1:218,759..220,465(+)"	glycerate-and formate-dehydrogenase	protein coding gene	CNAG_03011	IPR006139;IPR006140;IPR029753;IPR036291	"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain;D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain;D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site;NAD(P)-binding domain superfamily"	344	1035	glycerate-and formate-dehydrogenase	N/A	N/A	N/A	obsolete oxidation-reduction process	"NAD binding;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	N/A	"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain;D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain"	PF00389;PF02826	N/A
CNAG_07444	NA	-1.856	2.676e-4	-1.998	5.004e-9	-1.405	9.327e-7	-5.259	CNAG_07444	176	Cryptococcus neoformans var. grubii H99	"CP003824.1:1,321,787..1,323,925(-)"	hypothetical protein	protein coding gene	CNAG_07444	N/A	N/A	474	1425	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_00995	NA	-1.195	2.036e-6	-1.168	6.251e-10	-2.892	3.8049999999999986e-103	-5.255	CNAG_00995	177	Cryptococcus neoformans var. grubii H99	"CP003824.1:1,483,174..1,485,852(+)"	"hypothetical protein, hypothetical protein, variant"	protein coding gene	CNAG_00995	IPR018803	Putative stress-responsive protein	649	1950	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	Putative stress-responsive protein	PF10281	N/A
CNAG_02990	NA	-1.814	6.366e-21	-2.122	1.3889999999999996e-74	-1.314	1.5650000000000002e-26	-5.25	CNAG_02990	178	Cryptococcus neoformans var. grubii H99	"CP003822.1:265,058..265,972(+)"	nuclear protein	protein coding gene	CNAG_02990	IPR000058;IPR035896	"Zinc finger, AN1-type;AN1-like Zinc finger"	101	306	nuclear protein	N/A	N/A	N/A	N/A	zinc ion binding	N/A	"Zinc finger, AN1-type"	PF01428	N/A
CNAG_01542	NA	-1.619	6.413e-7	-1.781	2.492e-12	-1.85	8.949e-12	-5.25	CNAG_01542	179	Cryptococcus neoformans var. grubii H99	"CP003830.1:241,633..243,472(-)"	taurine catabolism dioxygenase TauD	protein coding gene	CNAG_01542	IPR003819	TauD/TfdA-like domain	448	1347	taurine catabolism dioxygenase TauD	N/A	N/A	N/A	obsolete oxidation-reduction process	dioxygenase activity;oxidoreductase activity	N/A	TauD/TfdA-like domain	PF02668	N/A
CNAG_01584	NA	-1.916	5.541e-9	-1.157	3.624e-6	-2.173	3.262e-27	-5.246	CNAG_01584	180	Cryptococcus neoformans var. grubii H99	"CP003830.1:357,020..358,891(-)"	hydrolase	protein coding gene	CNAG_01584	IPR036866	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like	321	966	hydrolase	N/A	N/A	N/A	N/A	hydrolase activity	N/A	N/A	N/A	N/A
CNAG_02164	NA	-1.391	3.811e-14	-2.037	3.2389999999999997e-63	-1.816	3.39e-40	-5.244	CNAG_02164	181	Cryptococcus neoformans var. grubii H99	"CP003825.1:1,034,751..1,038,895(+)"	hypothetical protein	protein coding gene	CNAG_02164	IPR000433;IPR032350	"Zinc finger, ZZ-type;Next to BRCA1, central domain"	1107	3324	hypothetical protein	N/A	N/A	N/A	N/A	zinc ion binding	N/A	"Zinc finger, ZZ-type;Next to BRCA1, central domain"	PF00569;PF16158	N/A
CNAG_05871	NA	-1.498	9.001e-13	-1.692	4.03e-38	-2.046	3.2189999999999998e-46	-5.236	CNAG_05871	182	Cryptococcus neoformans var. grubii H99	"CP003826.1:1,086,940..1,088,011(-)"	hypothetical protein	protein coding gene	CNAG_05871	N/A	N/A	174	525	hypothetical protein	N/A	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_06309	NA	-1.438	5.664e-5	-1.42	4.212e-10	-2.37	5.471e-18	-5.228	CNAG_06309	183	Cryptococcus neoformans var. grubii H99	"CP003832.1:148,438..150,245(-)"	hypothetical protein	protein coding gene	CNAG_06309	N/A	N/A	298	897	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_03677	NA	-2.343	1.478e-39	-1.606	4.025e-44	-1.271	4.432e-18	-5.22	CNAG_03677	184	Cryptococcus neoformans var. grubii H99	"CP003821.1:511,479..514,540(+)"	hypothetical protein	protein coding gene	CNAG_03677	N/A	N/A	253	762	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_03412	CHI2	-2.298	6.071999999999998e-29	-1.064	4.327e-12	-1.857	1.784e-36	-5.219	CNAG_03412	185	Cryptococcus neoformans var. grubii H99	"CP003827.1:887,976..890,566(-)"	Chitinase	protein coding gene	CNAG_03412	IPR001223;IPR001579;IPR011583;IPR017853;IPR029070	"Glycoside hydrolase family 18, catalytic domain;Glycosyl hydrolases family 18 (GH18) active site;Chitinase II;Glycoside hydrolase superfamily;Chitinase insertion domain superfamily"	452	1359	Chitinase	mating;response to sodium dodecyl sulfate	N/A	N/A	carbohydrate metabolic process;chitin catabolic process;polysaccharide catabolic process	"chitin binding;chitinase activity;hydrolase activity, hydrolyzing O-glycosyl compounds"	N/A	"Glycoside hydrolase family 18, catalytic domain"	PF00704	CHI2
CNAG_06066	NA	-2.141	2.297e-5	-1.636	1.545e-4	-1.425	2.275e-4	-5.202	CNAG_06066	186	Cryptococcus neoformans var. grubii H99	"CP003831.1:212,210..213,414(-)"	nucleoside-diphosphate-sugar epimerase	protein coding gene	CNAG_06066	IPR008030;IPR036291	NmrA-like domain;NAD(P)-binding domain superfamily	276	831	nucleoside-diphosphate-sugar epimerase	N/A	N/A	N/A	N/A	N/A	N/A	NmrA-like domain	PF05368	N/A
CNAG_06629	NA	-1.968	5.097e-4	-1.449	1.063e-5	-1.767	2.131e-8	-5.184	CNAG_06629	187	Cryptococcus neoformans var. grubii H99	"CP003826.1:322,289..323,345(-)"	hypothetical protein	protein coding gene	CNAG_06629	N/A	N/A	166	501	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_06000	NA	-1.74	2.6669999999999996e-30	-1.698	2.6229999999999995e-68	-1.741	1.6069999999999998e-36	-5.179	CNAG_06000	188	Cryptococcus neoformans var. grubii H99	"CP003831.1:46,513..49,031(+)"	glycoprotein	protein coding gene	CNAG_06000	N/A	N/A	489	1470	glycoprotein	cellular response to dithiothreitol	N/A	extracellular region	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_04256	LPI6	-1.452	2.958e-9	-1.426	4.616e-15	-2.298	2.776e-30	-5.176	CNAG_04256	189	Cryptococcus neoformans var. grubii H99	"CP003828.1:414,327..416,760(-)"	hypothetical protein	protein coding gene	CNAG_04256	IPR012462	"Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2"	596	1791	hypothetical protein	cellular response to heat	N/A	N/A	N/A	N/A	N/A	"Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2"	PF07910	LPI6
CNAG_03242	NA	-2.221	4.334e-22	-1.53	2.084e-14	-1.409	4.725e-10	-5.16	CNAG_03242	190	Cryptococcus neoformans var. grubii H99	"CP003827.1:427,403..429,503(+)"	"solute carrier family 25 (peroxisomal adenine nucleotide transporter), member 17"	protein coding gene	CNAG_03242	IPR018108;IPR023395	Mitochondrial substrate/solute carrier;Mitochondrial carrier domain superfamily	323	972	"solute carrier family 25 (peroxisomal adenine nucleotide transporter), member 17"	cellular response to heat	N/A	N/A	N/A	N/A	integral component of membrane	Mitochondrial substrate/solute carrier	PF00153	N/A
CNAG_00964	NA	-1.784	8.012e-7	-1.653	3.102e-7	-1.719	3.786e-8	-5.156	CNAG_00964	191	Cryptococcus neoformans var. grubii H99	"CP003824.1:1,550,088..1,552,010(-)"	hypothetical protein	protein coding gene	CNAG_00964	N/A	N/A	447	1344	hypothetical protein	N/A	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_01821	NA	-2.214	5.674e-27	-1.695	7.088999999999999e-34	-1.224	5.329e-14	-5.133	CNAG_01821	192	Cryptococcus neoformans var. grubii H99	"CP003830.1:1,003,386..1,004,845(+)"	hypothetical protein	protein coding gene	CNAG_01821	IPR025187	Protein of unknown function DUF4112	226	681	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	Protein of unknown function DUF4112	PF13430	N/A
CNAG_00663	NA	-1.388	4.635e-11	-1.673	1.5139999999999998e-30	-2.067	6.06e-40	-5.128	CNAG_00663	193	Cryptococcus neoformans var. grubii H99	"CP003820.1:1,720,443..1,722,667(+)"	hypothetical protein	protein coding gene	CNAG_00663	IPR006616;IPR024518;IPR036573	DM9 repeat;Domain of unknown function DUF3421;Carbohydrate-binding module superfamily 5/12	380	1143	hypothetical protein	cellular response to heat	N/A	N/A	carbohydrate metabolic process	"carbohydrate binding;hydrolase activity, hydrolyzing O-glycosyl compounds"	extracellular region	Domain of unknown function DUF3421	PF11901	N/A
CNAG_06311	NA	-1.538	7.294e-9	-1.702	6.634999999999999e-23	-1.886	2.9720000000000005e-26	-5.126	CNAG_06311	194	Cryptococcus neoformans var. grubii H99	"CP003832.1:156,521..160,528(-)"	"cytoplasmic protein, cytoplasmic protein, variant"	protein coding gene	CNAG_06311	IPR032816	SNARE associated Golgi protein	652	1959	"cytoplasmic protein, variant"	cellular response to heat	N/A	N/A	N/A	N/A	integral component of membrane	SNARE associated Golgi protein	PF09335	N/A
CNAG_07471	NA	-1.651	4.152e-4	-1.402	1.444e-4	-2.041	2.349e-9	-5.094	CNAG_07471	195	Cryptococcus neoformans var. grubii H99	"CP003821.1:410,926..412,254(-)"	hypothetical protein	protein coding gene	CNAG_07471	IPR022235	Protein of unknown function DUF3760	191	576	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	Protein of unknown function DUF3760	PF12586	N/A
CNAG_05015	CAT4	-1.095	0.002479	-1.948	1.01e-13	-2.022	9.579e-20	-5.065	CNAG_05015	196	Cryptococcus neoformans var. grubii H99	"CP003823.1:229,871..232,836(+)"	catalase 4	protein coding gene	CNAG_05015	IPR002226;IPR010582;IPR011614;IPR018028;IPR020835;IPR024708	"Catalase haem-binding site;Catalase immune-responsive domain;Catalase core domain;Catalase, mono-functional, haem-containing;Catalase superfamily;Catalase active site"	701	2106	catalase 4	N/A	N/A	N/A	hydrogen peroxide catabolic process;obsolete oxidation-reduction process;response to oxidative stress	catalase activity;heme binding;metal ion binding	N/A	Catalase core domain;Catalase immune-responsive domain	PF00199;PF06628	CAT4
CNAG_05889	NA	-1.214	1.182e-10	-1.475	1.815e-38	-2.348	2.288e-65	-5.037	CNAG_05889	197	Cryptococcus neoformans var. grubii H99	"CP003826.1:1,122,979..1,125,607(+)"	hypothetical protein	protein coding gene	CNAG_05889	IPR001452;IPR007461;IPR033643;IPR036028	"SH3 domain;Ysc84 actin-binding domain;SH3YL1-like, SYLF domain;SH3-like domain superfamily"	663	1992	hypothetical protein	cellular response to heat;cellular response to salt stress	N/A	N/A	N/A	protein binding	N/A	SH3 domain;Ysc84 actin-binding domain	PF00018;PF04366	N/A
CNAG_04110	NA	-2.273	1.8899999999999998e-35	-1.249	2.6540000000000003e-28	-1.499	1.347e-25	-5.021	CNAG_04110	198	Cryptococcus neoformans var. grubii H99	"CP003828.1:28,930..30,261(+)"	Glutathione S-transferase	protein coding gene	CNAG_04110	IPR004045;IPR004046;IPR036249;IPR036282	"Glutathione S-transferase, N-terminal;Glutathione S-transferase, C-terminal;Thioredoxin-like superfamily;Glutathione S-transferase, C-terminal domain superfamily"	298	897	Glutathione S-transferase	N/A	N/A	N/A	N/A	protein binding;transferase activity	N/A	"Glutathione S-transferase, C-terminal;Glutathione S-transferase, N-terminal"	PF00043;PF02798	N/A
CNAG_03740	NA	-1.438	0.003661	-1.682	1.178e-5	-1.89	4.027e-6	-5.01	CNAG_03740	199	Cryptococcus neoformans var. grubii H99	"CP003821.1:670,095..671,624(-)"	hypothetical protein	protein coding gene	CNAG_03740	N/A	N/A	335	1008	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_08005	NA	-2.165	8.144e-10	-1.726	3.88e-12	-1.09	5.766e-5	-4.981	CNAG_08005	200	Cryptococcus neoformans var. grubii H99	"CP003830.1:664,521..665,190(+)"	hypothetical protein	protein coding gene	CNAG_08005	N/A	N/A	100	303	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_06776	NA	-1.817	3.429e-11	-1.533	3.115e-12	-1.629	8.668e-11	-4.979	CNAG_06776	201	Cryptococcus neoformans var. grubii H99	"CP003821.1:67,328..69,966(+)"	"membrane protein, membrane protein, variant"	protein coding gene	CNAG_06776	IPR011701;IPR036259	Major facilitator superfamily;MFS transporter superfamily	495	1488	membrane protein	N/A	N/A	N/A	transmembrane transport	transmembrane transporter activity	integral component of membrane	Major facilitator superfamily	PF07690	N/A
CNAG_02430	NA	-1.522	2.341e-4	-1.531	1.543e-5	-1.924	4.771e-10	-4.977	CNAG_02430	202	Cryptococcus neoformans var. grubii H99	"CP003825.1:343,685..350,183(+)"	ABC transporter ABCC.6	protein coding gene	CNAG_02430	IPR003439;IPR003593;IPR011527;IPR017871;IPR027417;IPR036640	"ABC transporter-like;AAA+ ATPase domain;ABC transporter type 1, transmembrane domain;ABC transporter, conserved site;P-loop containing nucleoside triphosphate hydrolase;ABC transporter type 1, transmembrane domain superfamily"	1630	4893	ABC transporter ABCC.6	N/A	N/A	N/A	transmembrane transport	ATP binding;ATP hydrolysis activity;ATPase-coupled transmembrane transporter activity	integral component of membrane	"ABC transporter-like;ABC transporter type 1, transmembrane domain"	PF00005;PF00664	N/A
CNAG_04186	NA	-1.417	1.127e-9	-1.341	9.426e-17	-2.205	2.1209999999999994e-42	-4.963	CNAG_04186	203	Cryptococcus neoformans var. grubii H99	"CP003828.1:233,960..235,219(-)"	hypothetical protein	protein coding gene	CNAG_04186	N/A	N/A	202	609	hypothetical protein	N/A	N/A	N/A	N/A	protein binding	N/A	N/A	N/A	N/A
CNAG_07458	NA	-1.246	0.02736	-2.263	1.078e-8	-1.442	1.486e-5	-4.951	CNAG_07458	204	Cryptococcus neoformans var. grubii H99	"CP003824.1:1,797,964..1,799,444(-)"	"hypothetical protein, variant, hypothetical protein"	protein coding gene	CNAG_07458	N/A	N/A	110	333	"hypothetical protein, variant"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_03161	NA	-1.574	8.035e-8	-1.308	3.7e-8	-2.063	2.617e-21	-4.945	CNAG_03161	205	Cryptococcus neoformans var. grubii H99	"CP003827.1:219,695..222,294(+)"	hypothetical protein	protein coding gene	CNAG_03161	N/A	N/A	555	1668	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_01358	NA	-1.47	6.24e-4	-1.701	9.277e-9	-1.763	2.091e-5	-4.934	CNAG_01358	206	Cryptococcus neoformans var. grubii H99	"CP003824.1:507,376..508,548(-)"	hypothetical protein	protein coding gene	CNAG_01358	N/A	N/A	297	894	hypothetical protein	N/A	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_05304	NA	-1.668	5.121e-4	-2.041	1.141e-9	-1.225	1.674e-5	-4.934	CNAG_05304	207	Cryptococcus neoformans var. grubii H99	"CP003823.1:992,402..995,516(+)"	"hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2"	protein coding gene	CNAG_05304	N/A	N/A	347	1044	"hypothetical protein, variant 2"	N/A	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_01759	NA	-1.692	0.04383	-1.662	0.00145	-1.579	0.001478	-4.933	CNAG_01759	208	Cryptococcus neoformans var. grubii H99	"CP003830.1:809,404..811,545(+)"	vacuolar membrane protein	protein coding gene	CNAG_01759	IPR003663;IPR005828;IPR005829;IPR036259	"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily"	446	1341	vacuolar membrane protein	N/A	N/A	N/A	transmembrane transport	transmembrane transporter activity	integral component of membrane;membrane	"Major facilitator,  sugar transporter-like"	PF00083	N/A
CNAG_02125	NA	-1.741	9.322e-7	-1.409	9.376e-9	-1.759	1.111e-9	-4.909	CNAG_02125	209	Cryptococcus neoformans var. grubii H99	"CP003825.1:1,127,772..1,130,870(-)"	"hypothetical protein, hypothetical protein, variant"	protein coding gene	CNAG_02125	N/A	N/A	420	1263	"hypothetical protein, variant"	cellular response to heat	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_06074	LPI4	-1.965	1.455e-15	-1.108	2.489e-13	-1.828	3.128e-35	-4.901	CNAG_06074	210	Cryptococcus neoformans var. grubii H99	"CP003831.1:233,582..234,978(-)"	"cytoplasmic protein, cytoplasmic protein, variant"	protein coding gene	CNAG_06074	IPR002347;IPR036291	Short-chain dehydrogenase/reductase SDR;NAD(P)-binding domain superfamily	263	792	cytoplasmic protein	N/A	N/A	N/A	N/A	N/A	N/A	Short-chain dehydrogenase/reductase SDR	PF00106	LPI4
CNAG_00798	NA	-2.114	2.347e-12	-1.695	1.169e-13	-1.092	2.458e-6	-4.901	CNAG_00798	211	Cryptococcus neoformans var. grubii H99	"CP003820.1:2,111,308..2,114,049(-)"	hypothetical protein	protein coding gene	CNAG_00798	IPR022057	Chitin synthase export chaperone	336	1011	hypothetical protein	N/A	N/A	N/A	N/A	N/A	integral component of membrane	Chitin synthase export chaperone	PF12271	N/A
CNAG_03227	NA	-1.529	5.9e-19	-1.737	2.428e-39	-1.61	2.235e-28	-4.876	CNAG_03227	212	Cryptococcus neoformans var. grubii H99	"CP003827.1:392,072..393,410(-)"	hypothetical protein	protein coding gene	CNAG_03227	IPR007290	Arv1 protein	313	942	hypothetical protein	cellular response to heat	N/A	N/A	intracellular sterol transport;lipid metabolic process	N/A	endoplasmic reticulum membrane;integral component of membrane	Arv1 protein	PF04161	N/A
CNAG_02759	NA	-1.726	3.068e-21	-1.973	3.43e-32	-1.176	1.441e-12	-4.875	CNAG_02759	213	Cryptococcus neoformans var. grubii H99	"CP003822.1:830,265..831,898(-)"	hypothetical protein	protein coding gene	CNAG_02759	N/A	N/A	180	543	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_01952	NA	-2.165	2.425e-12	-1.063	4.042e-4	-1.623	7.089e-9	-4.851	CNAG_01952	214	Cryptococcus neoformans var. grubii H99	"CP003830.1:1,351,173..1,353,684(+)"	"aryl-alcohol dehydrogenase, aryl-alcohol dehydrogenase, variant"	protein coding gene	CNAG_01952	IPR020471;IPR023210;IPR036812	Aldo/keto reductase;NADP-dependent oxidoreductase domain;NADP-dependent oxidoreductase domain superfamily	350	1053	aryl-alcohol dehydrogenase	N/A	N/A	N/A	obsolete oxidation-reduction process	oxidoreductase activity	N/A	NADP-dependent oxidoreductase domain	PF00248	N/A
CNAG_07947	NA	-1.595	3.837e-13	-1.621	1.498e-35	-1.597	5.901000000000001e-26	-4.813	CNAG_07947	215	Cryptococcus neoformans var. grubii H99	"CP003820.1:212,491..213,133(-)"	hypothetical protein	protein coding gene	CNAG_07947	N/A	N/A	99	300	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_01743	NA	-1.831	1.978e-11	-1.235	2.963e-13	-1.743	2.221e-26	-4.809	CNAG_01743	216	Cryptococcus neoformans var. grubii H99	"CP003830.1:769,435..770,824(+)"	hypothetical protein	protein coding gene	CNAG_01743	N/A	N/A	81	246	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_01048	NA	-1.784	8.012e-7	-1.875	3.458e-11	-1.15	4.658e-4	-4.809	CNAG_01048	217	Cryptococcus neoformans var. grubii H99	"CP003824.1:1,345,875..1,351,913(+)"	"hypothetical protein, variant, hypothetical protein"	protein coding gene	CNAG_01048	IPR000504;IPR035979	RNA recognition motif domain;RNA-binding domain superfamily	1296	3891	"hypothetical protein, variant"	N/A	N/A	N/A	N/A	RNA binding;nucleic acid binding	N/A	RNA recognition motif domain	PF00076	N/A
CNAG_00374	NA	-1.915	5.294e-10	-1.584	1.439e-14	-1.309	2.589e-10	-4.808	CNAG_00374	218	Cryptococcus neoformans var. grubii H99	"CP003820.1:951,013..953,218(+)"	hypothetical protein	protein coding gene	CNAG_00374	IPR009686	Senescence/spartin-associated	583	1752	hypothetical protein	cellular response to dithiothreitol	N/A	N/A	N/A	N/A	N/A	Senescence/spartin-associated	PF06911	N/A
CNAG_06310	IRK7	-1.597	7.533e-17	-1.91	2.467e-44	-1.256	6.348e-14	-4.763	CNAG_06310	219	Cryptococcus neoformans var. grubii H99	"CP003832.1:150,271..156,698(+)"	"CAMK/CAMKL protein kinase, variant 2, CAMK/CAMKL protein kinase, variant 1, CAMK/CAMKL protein kinase"	protein coding gene	CNAG_06310	IPR000719;IPR008271;IPR011009;IPR017441	"Protein kinase domain;Serine/threonine-protein kinase, active site;Protein kinase-like domain superfamily;Protein kinase, ATP binding site"	1390	4173	CAMK/CAMKL protein kinase	cellular response to tert-butyl hydroperoxide	N/A	N/A	protein phosphorylation	ATP binding;protein kinase activity	N/A	Protein kinase domain	PF00069	IRK7
CNAG_00080	NA	-2.017	0.001249	-1.263	0.002568	-1.48	3.436e-4	-4.76	CNAG_00080	220	Cryptococcus neoformans var. grubii H99	"CP003820.1:225,190..227,173(-)"	hypothetical protein	protein coding gene	CNAG_00080	N/A	N/A	484	1455	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_06499	DPP101	-1.472	1.94e-15	-1.248	1.2460000000000002e-20	-2.024	3.97e-52	-4.744	CNAG_06499	221	Cryptococcus neoformans var. grubii H99	"CP003832.1:679,259..681,279(-)"	hypothetical protein	protein coding gene	CNAG_06499	IPR000326;IPR036938;IPR043216	Phosphatidic acid phosphatase type 2/haloperoxidase;Phosphatidic acid phosphatase type 2/haloperoxidase superfamily;Phospholipid phosphatase	426	1281	hypothetical protein	cellular response to heat	N/A	N/A	phospholipid metabolic process	phosphatidate phosphatase activity	integral component of membrane	Phosphatidic acid phosphatase type 2/haloperoxidase	PF01569	DPP101
CNAG_03807	NA	-1.796	6.063e-8	-1.498	1.136e-11	-1.446	3.995e-12	-4.74	CNAG_03807	222	Cryptococcus neoformans var. grubii H99	"CP003821.1:897,507..899,303(-)"	"E3 ubiquitin-protein ligase CCNP1IP1, E3 ubiquitin-protein ligase CCNP1IP1, variant"	protein coding gene	CNAG_03807	IPR001841;IPR017907;IPR042448	"Zinc finger, RING-type;Zinc finger, RING-type, conserved site;E3 ubiquitin-protein ligase CCNB1IP1"	288	867	"E3 ubiquitin-protein ligase CCNP1IP1, variant"	N/A	N/A	N/A	reciprocal meiotic recombination	ligase activity;ubiquitin protein ligase activity	synaptonemal complex	"Zinc finger, RING-type"	PF14634	N/A
CNAG_00686	NA	-1.705	3.3519999999999996e-30	-1.146	6.325e-5	-1.881	4.537e-51	-4.732	CNAG_00686	223	Cryptococcus neoformans var. grubii H99	"CP003820.1:1,786,261..1,787,809(-)"	hypothetical protein	protein coding gene	CNAG_00686	N/A	N/A	286	861	hypothetical protein	N/A	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_02586	NA	-1.406	0.01444	-1.299	0.002969	-2.02	1.712e-8	-4.725	CNAG_02586	224	Cryptococcus neoformans var. grubii H99	"CP003822.1:1,297,827..1,300,448(+)"	Sugar transporter	protein coding gene	CNAG_02586	IPR005828;IPR005829;IPR036259	"Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily"	535	1608	Sugar transporter	N/A	N/A	N/A	carbohydrate transport;transmembrane transport	transmembrane transporter activity	integral component of membrane	"Major facilitator,  sugar transporter-like"	PF00083	N/A
