Gene ID,Input Order,Organism,Genomic Location (Gene),Product Description,Gene Type,Input ID,Interpro ID,Interpro Description,Protein Length,CDS Length,Transcript Product Description,Curated GO Processes,Curated GO Functions,Curated GO Components,Computed GO Processes,Computed GO Functions,Computed GO Components
CNAG_02694,89,Cryptococcus neoformans var. grubii H99,"CP003822.1:998,795..1,002,468(-)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_02694,IPR000772;IPR024653;IPR035992,"Ricin B, lectin domain;Peptidase, metallopeptidase M10/M27/M57;Ricin B-like lectins",577,1734,"hypothetical protein, variant",N/A,N/A,N/A,N/A,metallopeptidase activity,N/A
CNAG_03498,90,Cryptococcus neoformans var. grubii H99,"CP003827.1:1,111,156..1,114,391(-)","metalloreductase, metalloreductase, variant 2, metalloreductase, variant 1",protein coding gene,CNAG_03498,IPR013112;IPR013121;IPR013130;IPR017938;IPR039261,"FAD-binding 8;Ferric reductase, NAD binding domain;Ferric reductase transmembrane component-like domain;Riboflavin synthase-like beta-barrel;Ferredoxin-NADP reductase (FNR), nucleotide-binding domain",715,2148,"metalloreductase, variant 2",N/A,N/A,N/A,ion transport;obsolete oxidation-reduction process,oxidoreductase activity,integral component of membrane
CNAG_06935,91,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,566,433..1,567,424(-)",isochorismatase hydrolase,protein coding gene,CNAG_06935,IPR000868;IPR036380,Isochorismatase-like;Isochorismatase-like superfamily,191,576,isochorismatase hydrolase,N/A,N/A,N/A,N/A,catalytic activity;hydrolase activity,N/A
CNAG_07399,92,Cryptococcus neoformans var. grubii H99,"CP003824.1:63,208..64,221(+)",hypothetical protein,protein coding gene,CNAG_07399,N/A,N/A,122,369,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_00036,93,Cryptococcus neoformans var. grubii H99,"CP003820.1:108,777..110,347(-)",SEC14 cytosolic factor,protein coding gene,CNAG_00036,IPR001251;IPR011074;IPR036273;IPR036865,"CRAL-TRIO lipid binding domain;CRAL/TRIO, N-terminal domain;CRAL/TRIO, N-terminal domain superfamily;CRAL-TRIO lipid binding domain superfamily",289,870,SEC14 cytosolic factor,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04837,94,Cryptococcus neoformans var. grubii H99,"CP003829.1:272,013..274,860(-)",bHLH family transcription factor,protein coding gene,CNAG_04837,IPR011598;IPR036638,"Myc-type, basic helix-loop-helix (bHLH) domain;Helix-loop-helix DNA-binding domain superfamily",551,1656,bHLH family transcription factor,heat acclimation;melanin biosynthetic process;negative regulation of capsule organization;regulation of urease activity;response to diamide;response to tunicamycin,N/A,N/A,N/A,protein dimerization activity,N/A
CNAG_07538,95,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,138,448..1,141,561(-)",calcium/proton exchanger,protein coding gene,CNAG_07538,IPR004837,Sodium/calcium exchanger membrane region,687,2064,calcium/proton exchanger,N/A,N/A,N/A,transmembrane transport,N/A,integral component of membrane
CNAG_03492,96,Cryptococcus neoformans var. grubii H99,"CP003827.1:1,098,747..1,100,794(+)",hypothetical protein,protein coding gene,CNAG_03492,N/A,N/A,434,1305,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00974,97,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,528,254..1,529,289(-)",beta-lactamase,protein coding gene,CNAG_00974,IPR001279;IPR036866,Metallo-beta-lactamase;Ribonuclease Z/Hydroxyacylglutathione hydrolase-like,300,903,beta-lactamase,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05329,98,Cryptococcus neoformans var. grubii H99,"CP003823.1:1,071,296..1,072,970(-)","myo-inositol 2-dehydrogenase, variant, myo-inositol 2-dehydrogenase",protein coding gene,CNAG_05329,IPR000683;IPR004104;IPR036291,"Oxidoreductase, N-terminal;Oxidoreductase, C-terminal;NAD(P)-binding domain superfamily",359,1080,"myo-inositol 2-dehydrogenase, variant",N/A,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity,N/A
CNAG_01796,99,Cryptococcus neoformans var. grubii H99,"CP003830.1:953,108..955,938(+)","hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2, hypothetical protein, variant 3",protein coding gene,CNAG_01796,N/A,N/A,327,984,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00887,100,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,722,617..1,724,607(-)",hypothetical protein,protein coding gene,CNAG_00887,N/A,N/A,607,1824,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06800,101,Cryptococcus neoformans var. grubii H99,"CP003821.1:5,237..6,137(+)",hypothetical protein,protein coding gene,CNAG_06800,N/A,N/A,92,279,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00664,102,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,723,137..1,725,823(+)",hypothetical protein,protein coding gene,CNAG_00664,N/A,N/A,765,2298,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_03385,103,Cryptococcus neoformans var. grubii H99,"CP003827.1:813,284..815,329(+)",g1/s-specific cyclin pcl1,protein coding gene,CNAG_03385,IPR006671;IPR013763;IPR036915,"Cyclin, N-terminal;Cyclin-like;Cyclin-like superfamily",369,1110,g1/s-specific cyclin pcl1,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00979,104,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,517,506..1,520,015(+)",Copper uptake transporter,protein coding gene,CNAG_00979,IPR007274,Ctr copper transporter,197,594,Copper uptake transporter,copper ion import,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor",plasma membrane,cellular copper ion homeostasis;copper ion transmembrane transport,copper ion transmembrane transporter activity,integral component of membrane
CNAG_06017,105,Cryptococcus neoformans var. grubii H99,"CP003831.1:87,704..89,242(+)",hypothetical protein,protein coding gene,CNAG_06017,N/A,N/A,266,801,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02877,106,Cryptococcus neoformans var. grubii H99,"CP003822.1:547,718..551,453(-)",hypothetical protein,protein coding gene,CNAG_02877,IPR001138;IPR013087;IPR036236;IPR036864,Zn(2)-C6 fungal-type DNA-binding domain;Zinc finger C2H2-type;Zinc finger C2H2 superfamily;Zn(2)-C6 fungal-type DNA-binding domain superfamily,928,2787,hypothetical protein,negative regulation of capsule organization;response to salt stress;response to sodium dodecyl sulfate;response to tert-butyl hydroperoxide,N/A,N/A,"regulation of transcription, DNA-templated","DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding",host cell nucleus
CNAG_01689,107,Cryptococcus neoformans var. grubii H99,"CP003830.1:617,495..618,626(-)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_01689,N/A,N/A,197,594,"hypothetical protein, variant",N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_03566,108,Cryptococcus neoformans var. grubii H99,"CP003827.1:1,294,700..1,296,342(+)",hypothetical protein,protein coding gene,CNAG_03566,IPR039965,Uncharacterized protein C3H7.08c,134,405,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_06009,109,Cryptococcus neoformans var. grubii H99,"CP003831.1:65,643..68,360(+)",cyclohydrolase,protein coding gene,CNAG_06009,IPR000926;IPR022163;IPR032677;IPR036144,"GTP cyclohydrolase II, RibA;GTP cyclohydrolase N-terminal;GTP cyclohydrolase II;RibA-like superfamily",562,1689,cyclohydrolase,N/A,N/A,N/A,riboflavin biosynthetic process,GTP binding;GTP cyclohydrolase II activity,N/A
CNAG_07939,110,Cryptococcus neoformans var. grubii H99,"CP003832.1:471,456..472,552(-)",hypothetical protein,protein coding gene,CNAG_07939,N/A,N/A,63,192,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04737,111,Cryptococcus neoformans var. grubii H99,"CP003829.1:536,863..541,076(-)",hypothetical protein,protein coding gene,CNAG_04737,IPR005532;IPR016187;IPR019257;IPR024775;IPR034660,"Sulfatase-modifying factor enzyme;C-type lectin fold;Histidine-specific methyltransferase, SAM-dependent;DinB-like domain;DinB/YfiT-like putative metalloenzymes",1020,3063,hypothetical protein,cellular response to heat,N/A,N/A,N/A,N/A,N/A
CNAG_02225,112,Cryptococcus neoformans var. grubii H99,"CP003825.1:863,364..865,759(+)","glucan 1,3-beta-glucosidase",protein coding gene,CNAG_02225,IPR001547;IPR017853,"Glycoside hydrolase, family 5;Glycoside hydrolase superfamily",431,1296,"glucan 1,3-beta-glucosidase",N/A,N/A,N/A,carbohydrate metabolic process,"hydrolase activity, hydrolyzing O-glycosyl compounds",N/A
CNAG_01713,113,Cryptococcus neoformans var. grubii H99,"CP003830.1:686,025..686,901(-)",hypothetical protein,protein coding gene,CNAG_01713,N/A,N/A,153,462,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_01417,114,Cryptococcus neoformans var. grubii H99,"CP003824.1:363,450..364,681(+)",hypothetical protein,protein coding gene,CNAG_01417,IPR012336;IPR036249,Thioredoxin-like fold;Thioredoxin-like superfamily,213,642,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00515,115,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,312,204..1,314,174(+)","mannitol dehydrogenase, mannitol dehydrogenase, variant",protein coding gene,CNAG_00515,IPR002328;IPR011032;IPR013149;IPR013154;IPR020843;IPR036291,"Alcohol dehydrogenase, zinc-type, conserved site;GroES-like superfamily;Alcohol dehydrogenase, C-terminal;Alcohol dehydrogenase, N-terminal;Polyketide synthase, enoylreductase domain;NAD(P)-binding domain superfamily",350,1053,mannitol dehydrogenase,N/A,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity;zinc ion binding,N/A
CNAG_06448,116,Cryptococcus neoformans var. grubii H99,"CP003832.1:509,683..511,761(-)",Cystathionine gamma-lyase,protein coding gene,CNAG_06448,IPR000277;IPR015424,"Cys/Met metabolism, pyridoxal phosphate-dependent enzyme;Pyridoxal phosphate-dependent transferase",466,1401,Cystathionine gamma-lyase,N/A,N/A,N/A,transsulfuration,catalytic activity;lyase activity;pyridoxal phosphate binding,N/A
CNAG_06346,117,Cryptococcus neoformans var. grubii H99,"CP003832.1:254,852..256,235(-)",Barwin-like protein 1,protein coding gene,CNAG_06346,IPR001153;IPR036908,Barwin domain;RlpA-like domain superfamily,138,417,Barwin-like protein 1,N/A,N/A,N/A,defense response to bacterium;defense response to fungus,N/A,N/A
CNAG_02734,118,Cryptococcus neoformans var. grubii H99,"CP003822.1:879,406..880,170(-)",hypothetical protein,protein coding gene,CNAG_02734,IPR036291,NAD(P)-binding domain superfamily,105,318,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06291,119,Cryptococcus neoformans var. grubii H99,"CP003832.1:108,796..111,047(-)",polysaccharide deacetylase,protein coding gene,CNAG_06291,IPR002509;IPR011330,"NodB homology domain;Glycoside hydrolase/deacetylase, beta/alpha-barrel",249,750,polysaccharide deacetylase,N/A,N/A,extracellular region,carbohydrate metabolic process,"catalytic activity;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",N/A
CNAG_04681,120,Cryptococcus neoformans var. grubii H99,"CP003829.1:707,397..710,088(+)","transmembrane protein, putative",protein coding gene,CNAG_04681,N/A,N/A,610,1833,"transmembrane protein, putative",cellular response to heat,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_03230,121,Cryptococcus neoformans var. grubii H99,"CP003827.1:397,422..398,981(-)","yippee-like, putative",protein coding gene,CNAG_03230,IPR004910;IPR039058,Yippee/Mis18/Cereblon;Yippee family,96,291,"yippee-like, putative",filamentous growth,N/A,N/A,N/A,metal ion binding,N/A
CNAG_02735,122,Cryptococcus neoformans var. grubii H99,"CP003822.1:877,971..879,464(+)",hypothetical protein,protein coding gene,CNAG_02735,N/A,N/A,269,810,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01562,123,Cryptococcus neoformans var. grubii H99,"CP003830.1:288,913..291,062(+)",pr4/barwin domain protein,protein coding gene,CNAG_01562,IPR009009;IPR036908,"RlpA-like protein, double-psi beta-barrel domain;RlpA-like domain superfamily",321,966,pr4/barwin domain protein,N/A,N/A,extracellular region,N/A,N/A,N/A
CNAG_05676,124,Cryptococcus neoformans var. grubii H99,"CP003826.1:586,245..588,684(-)","tyrosine aminotransferase, tyrosine aminotransferase, variant",protein coding gene,CNAG_05676,IPR004839;IPR005958;IPR015424,"Aminotransferase, class I/classII;Tyrosine/nicotianamine aminotransferase;Pyridoxal phosphate-dependent transferase",445,1338,tyrosine aminotransferase,N/A,N/A,N/A,biosynthetic process;cellular amino acid metabolic process,catalytic activity;pyridoxal phosphate binding;transaminase activity,N/A
CNAG_02398,125,Cryptococcus neoformans var. grubii H99,"CP003825.1:426,355..431,021(-)",hypothetical protein,protein coding gene,CNAG_02398,IPR000219;IPR035899,Dbl homology (DH) domain;Dbl homology (DH) domain superfamily,1335,4008,hypothetical protein,N/A,N/A,N/A,N/A,guanyl-nucleotide exchange factor activity,N/A
CNAG_07652,126,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,418,595..1,419,485(+)",hypothetical protein,protein coding gene,CNAG_07652,N/A,N/A,58,177,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05256,127,Cryptococcus neoformans var. grubii H99,"CP003823.1:859,607..864,914(-)",catalase 2,protein coding gene,CNAG_05256,IPR010582;IPR011614;IPR018028;IPR020835;IPR024711,"Catalase immune-responsive domain;Catalase core domain;Catalase, mono-functional, haem-containing;Catalase superfamily;Catalase, mono-functional, haem-containing, clades 1 and 3",498,1497,catalase 2,N/A,N/A,N/A,hydrogen peroxide catabolic process;obsolete oxidation-reduction process;response to oxidative stress,catalase activity;heme binding;metal ion binding,N/A
CNAG_03572,128,Cryptococcus neoformans var. grubii H99,"CP003827.1:1,304,365..1,306,281(+)",opsin 1,protein coding gene,CNAG_03572,IPR001425,Archaeal/bacterial/fungal rhodopsins,328,987,opsin 1,N/A,N/A,N/A,ion transport,ion channel activity,integral component of membrane;membrane
CNAG_05300,129,Cryptococcus neoformans var. grubii H99,"CP003823.1:978,223..981,320(+)",mitochondrial carrier protein,protein coding gene,CNAG_05300,IPR004776;IPR018108;IPR023395,Membrane transport protein;Mitochondrial substrate/solute carrier;Mitochondrial carrier domain superfamily,680,2043,mitochondrial carrier protein,N/A,N/A,N/A,transmembrane transport,N/A,integral component of membrane
CNAG_00164,130,Cryptococcus neoformans var. grubii H99,"CP003820.1:446,801..448,902(-)",hypothetical protein,protein coding gene,CNAG_00164,IPR008397;IPR008929,Alginate lyase domain;Chondroitin AC/alginate lyase,472,1419,hypothetical protein,N/A,N/A,N/A,N/A,lyase activity,periplasmic space
CNAG_07641,131,Cryptococcus neoformans var. grubii H99,"CP003825.1:724,822..727,380(-)",Monosaccharide transporter,protein coding gene,CNAG_07641,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",590,1773,Monosaccharide transporter,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_07512,132,Cryptococcus neoformans var. grubii H99,"CP003822.1:374,191..376,979(-)",hypothetical protein,protein coding gene,CNAG_07512,N/A,N/A,680,2043,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03223,133,Cryptococcus neoformans var. grubii H99,"CP003827.1:383,400..384,978(-)",hypothetical protein,protein coding gene,CNAG_03223,IPR018466,Kre9/Knh1 family,221,666,hypothetical protein,cellular response to heat,N/A,extracellular region,N/A,N/A,N/A
CNAG_00526,134,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,343,967..1,345,444(-)",hypothetical protein,protein coding gene,CNAG_00526,N/A,N/A,291,876,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00870,135,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,771,160..1,773,380(-)","hypothetical protein, variant 1, hypothetical protein, hypothetical protein, variant 2",protein coding gene,CNAG_00870,N/A,N/A,195,588,"hypothetical protein, variant 2",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01702,136,Cryptococcus neoformans var. grubii H99,"CP003830.1:656,263..657,934(+)",Integral membrane protein,protein coding gene,CNAG_01702,IPR007568,RTA-like protein,342,1029,Integral membrane protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_03384,137,Cryptococcus neoformans var. grubii H99,"CP003827.1:810,812..812,035(-)",hypothetical protein,protein coding gene,CNAG_03384,N/A,N/A,279,840,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06121,138,Cryptococcus neoformans var. grubii H99,"CP003831.1:367,385..368,626(+)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_06121,IPR001623;IPR036869,DnaJ domain;Chaperone J-domain superfamily,206,621,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02900,139,Cryptococcus neoformans var. grubii H99,"CP003822.1:495,612..497,765(+)",hypothetical protein,protein coding gene,CNAG_02900,IPR000073;IPR029058,Alpha/beta hydrolase fold-1;Alpha/Beta hydrolase fold,384,1155,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04903,140,Cryptococcus neoformans var. grubii H99,"CP003829.1:71,514..73,232(+)",hypothetical protein,protein coding gene,CNAG_04903,N/A,N/A,177,534,hypothetical protein,cellular response to heat,N/A,N/A,N/A,N/A,N/A
CNAG_03980,141,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,324,228..1,325,526(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_03980,N/A,N/A,245,738,"hypothetical protein, variant",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06372,142,Cryptococcus neoformans var. grubii H99,"CP003832.1:320,990..323,352(+)",hypothetical protein,protein coding gene,CNAG_06372,N/A,N/A,142,429,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01942,143,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,330,185..1,331,025(-)",hypothetical protein,protein coding gene,CNAG_01942,N/A,N/A,83,252,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04625,144,Cryptococcus neoformans var. grubii H99,"CP003829.1:848,157..850,490(+)",cerevisin,protein coding gene,CNAG_04625,IPR000209;IPR010259;IPR015500;IPR022398;IPR023827;IPR023828;IPR034193;IPR036852,"Peptidase S8/S53 domain;Peptidase S8 propeptide/proteinase inhibitor I9;Peptidase S8, subtilisin-related;Peptidase S8, subtilisin, His-active site;Peptidase S8, subtilisin,  Asp-active site;Peptidase S8, subtilisin, Ser-active site;Proteinase K-like catalytic domain;Peptidase S8/S53 domain superfamily",515,1548,cerevisin,N/A,N/A,extracellular region,proteolysis,serine-type endopeptidase activity;serine-type peptidase activity,N/A
CNAG_06672,145,Cryptococcus neoformans var. grubii H99,"CP003826.1:437,496..439,763(+)",formate dehydrogenase,protein coding gene,CNAG_06672,IPR006139;IPR006140;IPR029752;IPR029753;IPR033689;IPR036291,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain;D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain;D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site 1;D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site;NAD-dependent formate dehydrogenase;NAD(P)-binding domain superfamily",373,1122,formate dehydrogenase,N/A,N/A,N/A,formate catabolic process;obsolete oxidation-reduction process,"NAD binding;formate dehydrogenase (NAD+) activity;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",cytoplasm;formate dehydrogenase complex
