Gene ID,Input Order,Organism,Genomic Location (Gene),Product Description,Gene Type,Input ID,Interpro ID,Interpro Description,Protein Length,CDS Length,Transcript Product Description,Curated GO Processes,Curated GO Functions,Curated GO Components,Computed GO Processes,Computed GO Functions,Computed GO Components
CNAG_04681,89,Cryptococcus neoformans var. grubii H99,"CP003829.1:707,397..710,088(+)","transmembrane protein, putative",protein coding gene,CNAG_04681,N/A,N/A,610,1833,"transmembrane protein, putative",cellular response to heat,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_02225,90,Cryptococcus neoformans var. grubii H99,"CP003825.1:863,364..865,759(+)","glucan 1,3-beta-glucosidase",protein coding gene,CNAG_02225,IPR001547;IPR017853,"Glycoside hydrolase, family 5;Glycoside hydrolase superfamily",431,1296,"glucan 1,3-beta-glucosidase",N/A,N/A,N/A,carbohydrate metabolic process,"hydrolase activity, hydrolyzing O-glycosyl compounds",N/A
CNAG_06027,91,Cryptococcus neoformans var. grubii H99,"CP003831.1:112,960..115,305(-)",aryl-alcohol dehydrogenase,protein coding gene,CNAG_06027,IPR023210;IPR036812,NADP-dependent oxidoreductase domain;NADP-dependent oxidoreductase domain superfamily,400,1203,aryl-alcohol dehydrogenase,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07512,92,Cryptococcus neoformans var. grubii H99,"CP003822.1:374,191..376,979(-)",hypothetical protein,protein coding gene,CNAG_07512,N/A,N/A,680,2043,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06052,93,Cryptococcus neoformans var. grubii H99,"CP003831.1:179,657..181,806(+)",galactose-1-phosphate uridylyltransferase,protein coding gene,CNAG_06052,IPR001937;IPR005849;IPR005850;IPR019779;IPR036265,"Galactose-1-phosphate uridyl transferase, class I;Galactose-1-phosphate uridyl transferase, N-terminal;Galactose-1-phosphate uridyl transferase, C-terminal;Galactose-1-phosphate uridyl transferase, class I His-active site;HIT-like superfamily",381,1146,galactose-1-phosphate uridylyltransferase,N/A,N/A,N/A,galactose catabolic process via UDP-galactose;galactose metabolic process,UDP-glucose:hexose-1-phosphate uridylyltransferase activity;zinc ion binding,N/A
CNAG_07457,94,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,796,197..1,796,998(+)",hypothetical protein,protein coding gene,CNAG_07457,IPR007138;IPR011008,Antibiotic biosynthesis monooxygenase domain;Dimeric alpha-beta barrel,112,339,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03842,95,Cryptococcus neoformans var. grubii H99,"CP003821.1:984,589..987,236(+)",hypothetical protein,protein coding gene,CNAG_03842,N/A,N/A,670,2013,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05915,96,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,206,237..1,209,084(-)",hypothetical protein,protein coding gene,CNAG_05915,N/A,N/A,631,1896,hypothetical protein,cellular response to heat,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_03873,97,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,057,709..1,059,821(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_03873,IPR004018,RPEL repeat,193,582,"hypothetical protein, variant",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06285,98,Cryptococcus neoformans var. grubii H99,"CP003832.1:95,628..96,327(-)",hypothetical protein,protein coding gene,CNAG_06285,N/A,N/A,159,480,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03385,99,Cryptococcus neoformans var. grubii H99,"CP003827.1:813,284..815,329(+)",g1/s-specific cyclin pcl1,protein coding gene,CNAG_03385,IPR006671;IPR013763;IPR036915,"Cyclin, N-terminal;Cyclin-like;Cyclin-like superfamily",369,1110,g1/s-specific cyclin pcl1,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05067,100,Cryptococcus neoformans var. grubii H99,"CP003823.1:343,199..344,724(-)",hypothetical protein,protein coding gene,CNAG_05067,N/A,N/A,376,1131,hypothetical protein,capsule organization,N/A,N/A,N/A,N/A,N/A
CNAG_03498,101,Cryptococcus neoformans var. grubii H99,"CP003827.1:1,111,156..1,114,391(-)","metalloreductase, metalloreductase, variant 2, metalloreductase, variant 1",protein coding gene,CNAG_03498,IPR013112;IPR013121;IPR013130;IPR017938;IPR039261,"FAD-binding 8;Ferric reductase, NAD binding domain;Ferric reductase transmembrane component-like domain;Riboflavin synthase-like beta-barrel;Ferredoxin-NADP reductase (FNR), nucleotide-binding domain",715,2148,"metalloreductase, variant 2",N/A,N/A,N/A,ion transport;obsolete oxidation-reduction process,oxidoreductase activity,integral component of membrane
CNAG_04280,102,Cryptococcus neoformans var. grubii H99,"CP003828.1:470,015..472,152(-)",hypothetical protein,protein coding gene,CNAG_04280,IPR040410,UPF0658 Golgi apparatus membrane protein,435,1308,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_02893,103,Cryptococcus neoformans var. grubii H99,"CP003822.1:513,920..515,230(-)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_02893,IPR003719,Phenazine biosynthesis PhzF protein,314,945,"hypothetical protein, variant",N/A,N/A,N/A,biosynthetic process,catalytic activity,N/A
CNAG_07538,104,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,138,448..1,141,561(-)",calcium/proton exchanger,protein coding gene,CNAG_07538,IPR004837,Sodium/calcium exchanger membrane region,687,2064,calcium/proton exchanger,N/A,N/A,N/A,transmembrane transport,N/A,integral component of membrane
CNAG_04016,105,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,406,038..1,408,137(+)",Identified spore protein 5,protein coding gene,CNAG_04016,IPR009078,Ferritin-like superfamily,298,897,Identified spore protein 5,cellular response to heat,N/A,N/A,N/A,N/A,N/A
CNAG_03922,106,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,194,741..1,196,350(+)",hypothetical protein,protein coding gene,CNAG_03922,IPR008030;IPR036291,NmrA-like domain;NAD(P)-binding domain superfamily,296,891,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02070,107,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,279,201..1,281,526(+)",hypothetical protein,protein coding gene,CNAG_02070,N/A,N/A,172,519,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05381,108,Cryptococcus neoformans var. grubii H99,"CP003833.2:149,493..151,998(-)","myo-inositol transporter, putative",protein coding gene,CNAG_05381,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",590,1773,"myo-inositol transporter, putative",N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_02694,109,Cryptococcus neoformans var. grubii H99,"CP003822.1:998,795..1,002,468(-)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_02694,IPR000772;IPR024653;IPR035992,"Ricin B, lectin domain;Peptidase, metallopeptidase M10/M27/M57;Ricin B-like lectins",577,1734,"hypothetical protein, variant",N/A,N/A,N/A,N/A,metallopeptidase activity,N/A
CNAG_03576,110,Cryptococcus neoformans var. grubii H99,"CP003827.1:1,317,215..1,318,606(+)",cytochrome C assembly protein,protein coding gene,CNAG_03576,IPR009571,"Membrane protein SUR7/Rim9-like, fungi",248,747,cytochrome C assembly protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane;plasma membrane
CNAG_04737,111,Cryptococcus neoformans var. grubii H99,"CP003829.1:536,863..541,076(-)",hypothetical protein,protein coding gene,CNAG_04737,IPR005532;IPR016187;IPR019257;IPR024775;IPR034660,"Sulfatase-modifying factor enzyme;C-type lectin fold;Histidine-specific methyltransferase, SAM-dependent;DinB-like domain;DinB/YfiT-like putative metalloenzymes",1020,3063,hypothetical protein,cellular response to heat,N/A,N/A,N/A,N/A,N/A
CNAG_00526,112,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,343,967..1,345,444(-)",hypothetical protein,protein coding gene,CNAG_00526,N/A,N/A,291,876,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00870,113,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,771,160..1,773,380(-)","hypothetical protein, variant 1, hypothetical protein, hypothetical protein, variant 2",protein coding gene,CNAG_00870,N/A,N/A,195,588,"hypothetical protein, variant 2",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06031,114,Cryptococcus neoformans var. grubii H99,"CP003831.1:120,792..123,948(+)","beta-glucan synthesis-associated protein, beta-glucan synthesis-associated protein, variant",protein coding gene,CNAG_06031,IPR005629;IPR013320,"Beta-glucan synthesis-associated, Skn1;Concanavalin A-like lectin/glucanase domain superfamily",273,822,beta-glucan synthesis-associated protein,N/A,N/A,N/A,(1->6)-beta-D-glucan biosynthetic process,N/A,integral component of membrane
CNAG_00587,115,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,508,791..1,510,506(-)",hypothetical protein,protein coding gene,CNAG_00587,IPR000772;IPR035992,"Ricin B, lectin domain;Ricin B-like lectins",185,558,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06873,116,Cryptococcus neoformans var. grubii H99,"CP003824.1:14,471..18,539(-)",5-oxoprolinase,protein coding gene,CNAG_06873,IPR003692,Hydantoinase B/oxoprolinase,576,1731,5-oxoprolinase,N/A,N/A,N/A,N/A,catalytic activity,N/A
CNAG_01081,117,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,255,367..1,256,996(-)",hypothetical protein,protein coding gene,CNAG_01081,IPR036291,NAD(P)-binding domain superfamily,313,942,hypothetical protein,cellular response to heat,N/A,N/A,N/A,N/A,N/A
CNAG_00637,118,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,650,021..1,652,045(+)",Cystathionine beta-synthase,protein coding gene,CNAG_00637,IPR001216;IPR001926;IPR036052,"Cysteine synthase/cystathionine beta-synthase, pyridoxal-phosphate attachment site;Pyridoxal-phosphate dependent enzyme;Tryptophan synthase beta subunit-like PLP-dependent enzyme",398,1197,Cystathionine beta-synthase,N/A,N/A,N/A,cysteine biosynthetic process from serine,N/A,N/A
CNAG_03492,119,Cryptococcus neoformans var. grubii H99,"CP003827.1:1,098,747..1,100,794(+)",hypothetical protein,protein coding gene,CNAG_03492,N/A,N/A,434,1305,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07641,120,Cryptococcus neoformans var. grubii H99,"CP003825.1:724,822..727,380(-)",Monosaccharide transporter,protein coding gene,CNAG_07641,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",590,1773,Monosaccharide transporter,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_02008,121,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,517,441..1,519,029(+)",nuclear protein,protein coding gene,CNAG_02008,IPR008914;IPR035810;IPR036610,"Phosphatidylethanolamine-binding protein;Phosphatidylethanolamine-binding protein, eukaryotic;PEBP-like superfamily",309,930,nuclear protein,capsule organization,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_01713,122,Cryptococcus neoformans var. grubii H99,"CP003830.1:686,025..686,901(-)",hypothetical protein,protein coding gene,CNAG_01713,N/A,N/A,153,462,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_02264,123,Cryptococcus neoformans var. grubii H99,"CP003825.1:750,679..755,006(+)","AFG1-family ATPase, variant, AFG1-family ATPase",protein coding gene,CNAG_02264,IPR003593;IPR005654;IPR027417,"AAA+ ATPase domain;ATPase, AFG1-like;P-loop containing nucleoside triphosphate hydrolase",729,2190,AFG1-family ATPase,N/A,N/A,N/A,N/A,ATP binding,N/A
CNAG_05411,124,Cryptococcus neoformans var. grubii H99,"CP003833.2:238,740..241,009(-)",Endoglucanase,protein coding gene,CNAG_05411,IPR001701;IPR008928;IPR033126,"Glycoside hydrolase family 9;Six-hairpin glycosidase superfamily;Glycosyl hydrolases family 9, Asp/Glu active sites",590,1773,Endoglucanase,N/A,N/A,N/A,carbohydrate metabolic process;cellulose catabolic process,"catalytic activity;cellulase activity;hydrolase activity, hydrolyzing O-glycosyl compounds",integral component of membrane
CNAG_07458,125,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,797,964..1,799,444(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_07458,N/A,N/A,110,333,"hypothetical protein, variant",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06017,126,Cryptococcus neoformans var. grubii H99,"CP003831.1:87,704..89,242(+)",hypothetical protein,protein coding gene,CNAG_06017,N/A,N/A,266,801,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03746,127,Cryptococcus neoformans var. grubii H99,"CP003821.1:684,912..686,389(+)",hypothetical protein,protein coding gene,CNAG_03746,N/A,N/A,342,1029,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00601,128,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,546,432..1,548,330(-)",glycosyl hydrolase,protein coding gene,CNAG_00601,IPR005103,"Glycoside hydrolase, family 61",375,1128,glycosyl hydrolase,N/A,N/A,N/A,N/A,hydrolase activity,extracellular region
CNAG_03857,129,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,023,483..1,024,825(+)",hypothetical protein,protein coding gene,CNAG_03857,N/A,N/A,253,762,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04837,130,Cryptococcus neoformans var. grubii H99,"CP003829.1:272,013..274,860(-)",bHLH family transcription factor,protein coding gene,CNAG_04837,IPR011598;IPR036638,"Myc-type, basic helix-loop-helix (bHLH) domain;Helix-loop-helix DNA-binding domain superfamily",551,1656,bHLH family transcription factor,heat acclimation;melanin biosynthetic process;negative regulation of capsule organization;regulation of urease activity;response to diamide;response to tunicamycin,N/A,N/A,N/A,protein dimerization activity,N/A
CNAG_03464,131,Cryptococcus neoformans var. grubii H99,"CP003827.1:1,013,404..1,016,538(+)",Laccase 2,protein coding gene,CNAG_03464,IPR001117;IPR008972;IPR011706;IPR011707,"Multicopper oxidase, type 1;Cupredoxin;Multicopper oxidase, type 2;Multicopper oxidase, type 3",594,1785,Laccase 2,melanin biosynthetic process,N/A,N/A,obsolete oxidation-reduction process,copper ion binding;hydroquinone:oxygen oxidoreductase activity;oxidoreductase activity,cell wall;extracellular region
CNAG_03007,132,Cryptococcus neoformans var. grubii H99,"CP003822.1:224,773..225,984(-)",hypothetical protein,protein coding gene,CNAG_03007,IPR022234,Protein of unknown function DUF3759,111,336,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02044,133,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,346,531..1,347,946(+)",hypothetical protein,protein coding gene,CNAG_02044,N/A,N/A,110,333,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06932,134,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,556,463..1,558,877(+)",Sugar transporter,protein coding gene,CNAG_06932,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",536,1611,Sugar transporter,N/A,N/A,N/A,carbohydrate transport;transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_06800,135,Cryptococcus neoformans var. grubii H99,"CP003821.1:5,237..6,137(+)",hypothetical protein,protein coding gene,CNAG_06800,N/A,N/A,92,279,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05299,136,Cryptococcus neoformans var. grubii H99,"CP003823.1:976,775..978,068(-)",oxidoreductase,protein coding gene,CNAG_05299,IPR018170;IPR020471;IPR023210;IPR036812,"Aldo/keto reductase, conserved site;Aldo/keto reductase;NADP-dependent oxidoreductase domain;NADP-dependent oxidoreductase domain superfamily",300,903,oxidoreductase,N/A,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity,integral component of membrane
CNAG_06973,137,Cryptococcus neoformans var. grubii H99,"CP003822.1:19,993..22,348(+)",hypothetical protein,protein coding gene,CNAG_06973,N/A,N/A,301,906,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06583,138,Cryptococcus neoformans var. grubii H99,"CP003826.1:188,185..190,191(+)",hypothetical protein,protein coding gene,CNAG_06583,N/A,N/A,448,1347,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00864,139,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,793,503..1,796,091(-)","myo-inositol transporter, putative",protein coding gene,CNAG_00864,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",555,1668,"myo-inositol transporter, putative",N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_05310,140,Cryptococcus neoformans var. grubii H99,"CP003823.1:1,013,480..1,014,967(+)",nipsnap family protein,protein coding gene,CNAG_05310,IPR011008;IPR012577,Dimeric alpha-beta barrel;NIPSNAP,323,972,nipsnap family protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06512,141,Cryptococcus neoformans var. grubii H99,"CP003832.1:714,613..716,041(+)",pirin,protein coding gene,CNAG_06512,IPR003829;IPR011051,"Pirin, N-terminal domain;RmlC-like cupin domain superfamily",274,825,pirin,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01939,142,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,319,915..1,323,434(+)",hypothetical protein,protein coding gene,CNAG_01939,IPR032801;IPR036249,Peroxiredoxin-like 2A/B/C;Thioredoxin-like superfamily,760,2283,hypothetical protein,N/A,N/A,N/A,obsolete oxidation-reduction process,N/A,N/A
CNAG_02990,143,Cryptococcus neoformans var. grubii H99,"CP003822.1:265,058..265,972(+)",nuclear protein,protein coding gene,CNAG_02990,IPR000058;IPR035896,"Zinc finger, AN1-type;AN1-like Zinc finger",101,306,nuclear protein,N/A,N/A,N/A,N/A,zinc ion binding,N/A
CNAG_07795,144,Cryptococcus neoformans var. grubii H99,"CP003823.1:35,582..36,841(+)",hypothetical protein,protein coding gene,CNAG_07795,N/A,N/A,121,366,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00301,145,Cryptococcus neoformans var. grubii H99,"CP003820.1:775,691..777,242(+)",hypothetical protein,protein coding gene,CNAG_00301,N/A,N/A,272,819,hypothetical protein,cellular response to heat,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04092,146,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,597,683..1,600,801(-)",Sugar transporter,protein coding gene,CNAG_04092,IPR005828;IPR005829;IPR036259,"Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",553,1662,Sugar transporter,N/A,N/A,N/A,carbohydrate transport;transmembrane transport,transmembrane transporter activity,integral component of membrane
